timestamp_sec,deviation_from_stimulus_x_dva,deviation_from_stimulus_y_dva,stimulus_x_deg,stimulus_y_deg,kappa_x_deg,kappa_y_deg,is_fixation_outlier,participant_in_training_set
0.0,-0.9695,-0.0387,3,-3,5.2079,-2.3792,0.0,True
0.00820000000000043,-0.7166,-0.133,3,-3,5.2079,-2.3792,0.0,True
0.016600000000000392,-0.9119,0.5771,3,-3,5.2079,-2.3792,0.0,True
0.025100000000000122,-0.8545,0.2232,3,-3,5.2079,-2.3792,0.0,True
0.03330000000000055,-1.2103,-0.1621,3,-3,5.2079,-2.3792,0.0,True
0.04160000000000075,-0.8916,0.3055,3,-3,5.2079,-2.3792,0.0,True
0.05000000000000071,-1.2369,0.3459,3,-3,5.2079,-2.3792,0.0,True
0.05829999999999913,-1.1293,0.0671,3,-3,5.2079,-2.3792,0.0,True
0.06659999999999933,-0.9311,-0.2592,3,-3,5.2079,-2.3792,0.0,True
0.07509999999999906,-1.2199,0.0456,3,-3,5.2079,-2.3792,0.0,True
0.08329999999999949,-0.9581,0.1061,3,-3,5.2079,-2.3792,0.0,True
0.09169999999999945,-1.2873,0.3001,3,-3,5.2079,-2.3792,0.0,True
0.09999999999999964,-1.0715,-0.3736,3,-3,5.2079,-2.3792,0.0,True
0.10820000000000007,-1.0611,-0.3422,3,-3,5.2079,-2.3792,0.0,True
0.1166999999999998,-1.1452,0.1349,3,-3,5.2079,-2.3792,0.0,True
0.12509999999999977,-1.204,-0.2414,3,-3,5.2079,-2.3792,0.0,True
0.1333000000000002,-1.0012,-0.2026,3,-3,5.2079,-2.3792,0.0,True
0.14170000000000016,-1.1718,-0.1251,3,-3,5.2079,-2.3792,0.0,True
0.15000000000000036,-1.0135,-0.2789,3,-3,5.2079,-2.3792,0.0,True
0.15830000000000055,-1.1552,-0.1243,3,-3,5.2079,-2.3792,0.0,True
0.16660000000000075,-1.2421,-0.2483,3,-3,5.2079,-2.3792,0.0,True
0.1750000000000007,-0.9474,-0.0624,3,-3,5.2079,-2.3792,0.0,True
0.18329999999999913,-0.6914,-0.2335,3,-3,5.2079,-2.3792,0.0,True
0.1916999999999991,-0.7914,-0.2701,3,-3,5.2079,-2.3792,0.0,True
