timestamp_sec,x_dva,y_dva,pupil_diameter_mm,stimulus_x_deg,stimulus_y_deg,luminance,fixation_id
0.0038967,3.3790606048638074,-0.386860697089976,3.8976587194,0.0,0.0,dark,0.0
0.0119929,3.711166037306584,-0.5474550741698531,3.8966508637,0.0,0.0,dark,0.0
0.0202403,3.3897306539934693,-0.43775422016441856,3.8993005527,0.0,0.0,dark,0.0
0.0286514,3.5968518960069877,-0.42548019000265697,3.8937869848,0.0,0.0,dark,0.0
0.0369902,3.472153342211323,-0.4256391539402776,3.8923998765,0.0,0.0,dark,0.0
0.0452773,3.624649489820888,-0.4101931575933276,3.8906361477,0.0,0.0,dark,0.0
0.0536147,3.566195608865045,-0.44948958781918885,3.8922749799,0.0,0.0,dark,0.0
0.0619852,3.6207503018307428,-0.390454468622932,3.8910362027,0.0,0.0,dark,0.0
0.0702375,3.4795478972394576,-0.4451065658608174,3.8978796253,0.0,0.0,dark,0.0
0.0786296,3.5821105815227083,-0.3913748371353833,3.890488506,0.0,0.0,dark,0.0
0.0869928,3.621989798702849,-0.3517711737599602,3.9034539224,0.0,0.0,dark,0.0
0.0952756,3.6148891970394703,-0.3750464005935292,3.9039314385,0.0,0.0,dark,0.0
0.1036138,3.6630056191977682,-0.3944241232095765,3.900193419,0.0,0.0,dark,0.0
0.1120025,3.471954224475272,-0.5223407716934411,3.9041920813,0.0,0.0,dark,0.0
0.1202433,3.4389909400549117,-0.47035187727129224,3.8922228432,0.0,0.0,dark,0.0
0.1286495,3.374922070538558,-0.5246798205519208,3.912889815,0.0,0.0,dark,0.0
0.1369928,3.536076648173892,-0.5646250319128537,3.9210678165,0.0,0.0,dark,0.0
0.1452397,3.4544379638436564,-0.47379671705663096,3.92006297,0.0,0.0,dark,0.0
0.1536151,3.5065646308947156,-0.46475291167539706,3.9119086367,0.0,0.0,dark,0.0
0.1620016,3.5015449636785934,-0.5008998047273548,3.9330638409,0.0,0.0,dark,0.0
0.1702397,3.431874098557718,-0.4746622992024053,3.9124704771,0.0,0.0,dark,0.0
0.1786366,3.5116805015510644,-0.486349269044796,3.9216149541,0.0,0.0,dark,0.0
0.1869915,3.377913989160488,-0.5146179075700521,3.8998072946,0.0,0.0,dark,0.0
0.1952623,3.461787204186163,-0.3936191629420467,3.9174382441,0.0,0.0,dark,0.0
0.2036159,3.4392260265028716,-0.500206273942332,3.8995972376,0.0,0.0,dark,0.0
0.2119862,3.3856512588120586,-0.5035415285996351,3.9000303998,0.0,0.0,dark,0.0
0.2202721,3.4838006728390987,-0.49146329851055004,3.901490239,0.0,0.0,dark,0.0
0.2286165,3.5141446865005834,-0.588774705424091,3.9089025609,0.0,0.0,dark,0.0
0.236989,3.5643256587843473,-0.5975168736957167,3.9131166751,0.0,0.0,dark,0.0
0.245263,3.5938269866058214,-0.5509441910940697,3.9168101329,0.0,0.0,dark,0.0
0.2536364,3.5667622800299985,-0.5578355168564778,3.9121148611,0.0,0.0,dark,0.0
0.2620074,3.534408329795687,-0.6000855075425355,3.907111645,0.0,0.0,dark,0.0
