timestamp_sec,x_dva,y_dva,pupil_diameter_mm,stimulus_x_deg,stimulus_y_deg,luminance,fixation_id
0.0066038,1.7749382987742057,-0.13888100373658968,4.0493370967,0.0,0.0,dark,0.0
0.0149809,1.8546683932676193,-0.02707794240837987,4.043666973,0.0,0.0,dark,0.0
0.0233527,1.9692138986976264,0.04043594294538516,4.0535996696,0.0,0.0,dark,0.0
0.031634,1.781863673399633,-0.10292992761644487,4.0480035661,0.0,0.0,dark,0.0
0.0399933,1.825923012982307,-0.05622672232293913,4.030542136,0.0,0.0,dark,0.0
0.0483561,2.1225717886581124,-0.06144496647732194,4.0370379627,0.0,0.0,dark,0.0
0.0566037,1.7851128672750947,-0.1611643679683077,4.0938576209,0.0,0.0,dark,0.0
0.0650301,1.7117845578326012,-0.09247487298808994,4.0451297927,0.0,0.0,dark,0.0
0.073371,1.7223568844590955,-0.15318476694334454,4.0221297479,0.0,0.0,dark,0.0
0.0816037,2.093036433243661,-0.1891032086214093,4.0609427104,0.0,0.0,dark,0.0
0.0899766,1.8109507168675483,0.06611363695249158,4.0670227325,0.0,0.0,dark,0.0
0.0983537,1.8416577420583753,-0.12735986762482848,4.0859274249,0.0,0.0,dark,0.0
0.1066004,1.813560312372388,-0.13797319288330714,4.0354352797,0.0,0.0,dark,0.0
0.1150338,1.7691106026162466,-0.18108164692757717,4.0814722391,0.0,0.0,dark,0.0
0.1233493,1.8265178581825763,-0.13453140538145908,4.0527681044,0.0,0.0,dark,0.0
0.1316035,1.8937036608797049,0.015131890523407498,4.0990116285,0.0,0.0,dark,0.0
0.1399761,1.7893253832215308,-0.16737524226394124,4.0953279127,0.0,0.0,dark,0.0
0.1483945,1.7598728577355387,-0.04798605994881883,4.1041107652,0.0,0.0,dark,0.0
0.1565995,1.8525738468170998,-0.18951514748975268,4.0650937078,0.0,0.0,dark,0.0
0.1650285,1.777600208836238,-0.24120757351922936,4.059958675,0.0,0.0,dark,0.0
0.1733517,1.918974951208176,-0.2556246518192442,4.0856058081,0.0,0.0,dark,0.0
0.1816045,1.8641299528562008,-0.21434394818709196,4.1282091858,0.0,0.0,dark,0.0
0.1899815,1.7690309789416236,-0.27643322359920264,4.0856103096,0.0,0.0,dark,0.0
0.198406,1.9848430850716108,-0.38361774744026905,4.064005037,0.0,0.0,dark,0.0
0.2066005,1.9973615134107692,-0.26110129742999966,4.1031291287,0.0,0.0,dark,0.0
