timestamp_sec,x_dva,y_dva,pupil_diameter_mm,stimulus_x_deg,stimulus_y_deg,luminance,fixation_id
0.0056839,-0.6494062606192412,-8.568458881628967,3.7874048501,0.0,0.0,dark,1.0
0.0140221,-0.6864824970918388,-8.606501967906015,3.7931668087,0.0,0.0,dark,1.0
0.0223486,-0.7415042098076567,-8.447158701481603,3.6355786465,0.0,0.0,dark,1.0
0.0306757,-0.5652013208774039,-8.611943361370308,3.6477510142,0.0,0.0,dark,1.0
0.03897,-0.7489700084844785,-8.5690273922175,3.7703714417,0.0,0.0,dark,1.0
0.0473457,-0.6314843522393164,-8.53723196206716,4.0801945006,0.0,0.0,dark,1.0
0.0556764,-0.5580273723470954,-8.483483732694769,4.0754157952,0.0,0.0,dark,1.0
0.0640413,-0.6622387733144697,-8.51780880547463,3.6702029372,0.0,0.0,dark,1.0
0.0724031,-0.5171276640234226,-8.471466159046122,4.0925922598,0.0,0.0,dark,1.0
0.0806745,-0.5900755083278765,-8.523237880775191,3.6225277609,0.0,0.0,dark,1.0
0.0889698,-0.6516009353724491,-8.670551053432778,3.7161102864,0.0,0.0,dark,1.0
0.0973452,-0.7138640876071026,-8.602501947879558,3.7950982748,0.0,0.0,dark,1.0
0.1057223,-0.4840228668190392,-8.584438843906927,3.7692669103,0.0,0.0,dark,1.0
0.1139698,-0.6096066991885419,-8.588195968920852,4.1008794233,0.0,0.0,dark,1.0
0.1224974,-0.6679994937909871,-8.63875618423183,3.6505907724,0.0,0.0,dark,1.0
0.1307222,-0.6775931250230529,-8.627814540757461,3.6730572964,0.0,0.0,dark,1.0
0.1389695,-0.4498970700305633,-8.689610620726139,3.696280781,0.0,0.0,dark,1.0
0.1473443,-0.5993908532236273,-8.704815553010256,3.6541943196,0.0,0.0,dark,1.0
0.1557232,-0.29499076370461513,-8.62386052904852,3.7802938288,0.0,0.0,dark,1.0
0.1640198,-0.442018535496228,-8.547112029516047,4.1739685997,0.0,0.0,dark,1.0
0.1724101,-0.302629630797198,-8.408102897270881,3.6635927651,0.0,0.0,dark,1.0
0.1807848,-0.5679616032309119,-8.60444577009021,3.6714395949,0.0,0.0,dark,1.0
0.1889696,-0.5326124974955972,-8.472706108422798,3.704455673,0.0,0.0,dark,1.0
0.197505,-0.2602789089348429,-8.590057314876214,3.6909642907,0.0,0.0,dark,1.0
0.2057906,-0.42153246713703996,-8.512653628883138,3.7365709412,0.0,0.0,dark,1.0
0.2139712,-0.4706475223602694,-8.474431698923006,3.977887044,0.0,0.0,dark,1.0
0.2223455,-0.6038530100567787,-8.434858957922163,4.1765017383,0.0,0.0,dark,1.0
0.2307129,-0.46475512709699224,-8.597750865826683,3.6999864708,0.0,0.0,dark,1.0
0.2390294,-0.29949583298179344,-8.708512847635161,3.8097481726,0.0,0.0,dark,1.0
0.2473448,-0.5091292369250514,-8.555728645986992,3.7396667756,0.0,0.0,dark,1.0
0.2557829,-0.5473912293812825,-8.584641346294871,3.7137072233,0.0,0.0,dark,1.0
0.2639787,-0.4850917819083349,-8.547624264306258,3.6815934026,0.0,0.0,dark,1.0
0.2724095,-0.30924084364469545,-8.451489537058727,3.6919046443,0.0,0.0,dark,1.0
0.2807443,-0.5730673016387114,-8.575217091489527,3.717931859,0.0,0.0,dark,1.0
0.2889689,-0.5161393563851924,-8.543498273082745,3.8122934205,0.0,0.0,dark,1.0
0.2973703,-0.4232848904171208,-8.634661061074405,3.8072643153,0.0,0.0,dark,1.0
0.3056761,-0.3841834471819192,-8.764963712143574,3.8035255112,0.0,0.0,dark,1.0
0.3139717,-0.26694547221237613,-8.561857600137891,3.78754652,0.0,0.0,dark,1.0
0.322344,-0.311894320148845,-8.596305668385012,3.6676378421,0.0,0.0,dark,1.0
0.330771,-0.3191137810993071,-8.45383693091218,3.8330245999,0.0,0.0,dark,1.0
0.3389691,-0.36476999082129,-8.568875962276854,4.05892509,0.0,0.0,dark,1.0
