timestamp_sec,x_dva,y_dva,pupil_diameter_mm,stimulus_x_deg,stimulus_y_deg,luminance,fixation_id
0.0077397,-0.7280837498846795,-3.2096742764639523,3.4625926001,0.0,0.0,dark,0.0
0.0160957,-0.5787357016409772,-3.126916100737034,3.4847813221,0.0,0.0,dark,0.0
0.0243582,-0.7604394389969716,-3.2470023805612045,3.4851267509,0.0,0.0,dark,0.0
0.0326675,-0.6042043465206686,-3.0829578477620143,3.4740177407,0.0,0.0,dark,0.0
0.0410196,-0.6874979149125069,-3.13718324068999,3.4740858855,0.0,0.0,dark,0.0
0.049414,-0.59823279051199,-2.973440526085965,3.4872431057,0.0,0.0,dark,0.0
0.0576126,-0.7447767347266898,-3.0411923698904015,3.4723958717,0.0,0.0,dark,0.0
0.0660028,-0.6504408626166995,-3.1009560534370126,3.4813892435,0.0,0.0,dark,0.0
0.0743617,-0.6828193663673274,-2.9470918251364693,3.4580904105,0.0,0.0,dark,0.0
0.0826164,-0.6381647126851623,-3.025500990751152,3.4797361333,0.0,0.0,dark,0.0
0.0909817,-0.4679758450303389,-3.0781683051191995,3.5001448412,0.0,0.0,dark,0.0
0.0993603,-0.5319395456871828,-3.0886487655802513,3.4917827393,0.0,0.0,dark,0.0
0.1075859,-0.5639258369874415,-3.1432224209499635,3.4900309268,0.0,0.0,dark,0.0
0.1160515,-0.5576820389239467,-3.035173752148421,3.5014514611,0.0,0.0,dark,0.0
0.1243553,-0.5853205386109857,-3.045235667996648,3.4907145765,0.0,0.0,dark,0.0
0.1326264,-0.5949056773174355,-3.109143192472277,3.4945696055,0.0,0.0,dark,0.0
0.1409836,-0.6305090456827226,-3.0118070734413416,3.4896934619,0.0,0.0,dark,0.0
0.1493601,-0.6869777606022301,-2.9200703187170673,3.4751812605,0.0,0.0,dark,0.0
0.1575662,-0.6189873527388177,-3.0350104212135243,3.4829498459,0.0,0.0,dark,0.0
0.1660034,-0.556874236406277,-3.0485053046225072,3.5127052476,0.0,0.0,dark,0.0
0.1744137,-0.5939600973463848,-3.147264748475959,3.5081049927,0.0,0.0,dark,0.0
0.1826718,-0.6021083785755666,-2.9406101482511433,3.5324856165,0.0,0.0,dark,0.0
0.1909844,-0.5271125972494846,-3.0036258748765445,3.518135746,0.0,0.0,dark,0.0
0.1994186,-0.6133062932527976,-2.934589571207694,3.5425978474,0.0,0.0,dark,0.0
0.2076661,-0.6045778890487482,-2.883867136525286,3.4978499453,0.0,0.0,dark,0.0
0.21608,-0.5146683966246359,-2.892575239786449,3.5368212966,0.0,0.0,dark,0.0
0.224356,-0.5668821781448493,-2.9650380522548945,3.5562325236,0.0,0.0,dark,0.0
0.2326239,-0.6552107136241881,-2.9264650933857848,3.5562040449,0.0,0.0,dark,0.0
0.2409812,-0.5476633414531947,-2.9085705624552953,3.5614301361,0.0,0.0,dark,0.0
0.2492903,-0.5686973151700401,-3.0030655312470556,3.556817552,0.0,0.0,dark,0.0
0.2576066,-0.5359173646769443,-2.9545056679833195,3.5574642105,0.0,0.0,dark,0.0
0.2660052,-0.6207712305477225,-3.129883828775039,3.5388207051,0.0,0.0,dark,0.0
0.2743597,-0.5720073315282251,-3.0837221822391876,3.5860347913,0.0,0.0,dark,0.0
0.2826138,-0.5204122003426815,-2.971074059072784,3.598577938,0.0,0.0,dark,0.0
0.2909821,-0.49798136698206524,-2.949197415745752,3.580978211,0.0,0.0,dark,0.0
